row_id,case_id,process_name,sub_process,activity_id,activity_name,performer_id,performer_type,application_used,start_time,end_time,activity_duration_min,is_manual,automation_possible,automation_type,automation_coverage_pct,manual_effort_min,error_flag,error_type,rework_flag,rework_count,sla_met,sla_delay_hours,tat_hours,employee_role,team_name,region,transaction_amount,cost_per_case,created_at,created_by
1367,CASE-667167,Supply Chain,Order Fulfillment,ACT-9549184,Approve Leave,EMP-1585,Human,Workday,10-04-2025 11:23,33:29.2,10.07,TRUE,FALSE,,0,10.07,TRUE,Missing Data,TRUE,1,TRUE,0,1.562,Analyst,CBS_AR_Team,EU,,0.64,10-04-2025 10:58,EMP-2001
1368,CASE-765117,HR,Payroll,ACT-4644707,Approve Leave,EMP-8505,Human,Workday,18-05-2025 03:20,39:15.8,19.18,TRUE,FALSE,,0,19.18,FALSE,,FALSE,0,TRUE,0,2.818,SME,CBS_Payroll_Team,EU,,1.81,18-05-2025 02:43,EMP-1002
1369,CASE-215332,F&A,MonthEndClose,ACT-5400060,Approve Leave,EMP-1609,Human,Oracle EBS,29-06-2025 23:38,40:27.8,1.58,TRUE,FALSE,,0,1.58,FALSE,,FALSE,0,TRUE,0,1.646,Associate,CBS_AP_Team,EU,12934.47,0.5,29-06-2025 23:26,ingest_job_v1
1370,CASE-483583,HR,Leaves,ACT-9679845,Schedule Interview,SYSTEM-24,System,SAP ECC,10-08-2025 05:08,10:20.2,2.17,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.343,System,CBS_SC_Team,India,,0.5,10-08-2025 03:43,ingest_job_v2
1371,CASE-267595,F&A,MonthEndClose,ACT-1699348,Schedule Shipment,EMP-1460,Human,Workday,28-07-2025 14:46,14:33.8,28.43,TRUE,TRUE,API,64.71,28.43,TRUE,Mismatch,TRUE,2,TRUE,0,3.296,SME,CBS_SC_Team,US,19039.51,2.82,28-07-2025 14:25,EMP-1001
1372,CASE-266956,F&A,AR,ACT-8853827,Approve Invoice,BOT-817,Bot,PeopleSoft,11-05-2025 11:50,11-05-2025 11:51,1.6,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,0.293,Bot,CBS_HR_Team,US,,0.5,11-05-2025 10:47,EMP-2001
1373,CASE-318122,F&A,AR,ACT-3543843,Validate Invoice,BOT-449,Bot,Oracle EBS,03-03-2025 12:50,06:16.6,15.41,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.105,Bot,CBS_AR_Team,EU,11870.91,1.32,03-03-2025 12:09,ingest_job_v1
1374,CASE-768961,F&A,AP,ACT-6367621,Post Journal,EMP-9484,Human,Workday,27-04-2025 18:33,39:16.2,5.42,TRUE,TRUE,Workflow,10.38,5.42,FALSE,,FALSE,0,FALSE,0.467,3.363,Approver,CBS_AP_Team,US,,0.51,27-04-2025 17:34,ingest_job_v2
1375,CASE-682557,Supply Chain,Order Fulfillment,ACT-8971120,Process Onboarding,EMP-2899,Human,SAP ECC,23-10-2025 11:17,20:09.2,2.27,TRUE,TRUE,Workflow,68.93,2.27,FALSE,,FALSE,0,TRUE,0,2.054,SME,CBS_AP_Team,India,,0.5,23-10-2025 10:20,ingest_job_v1
1376,CASE-253539,F&A,AR,ACT-5675106,Receive Goods,EMP-5836,Human,Email,24-04-2025 01:29,45:39.2,16.37,TRUE,FALSE,,0,16.37,FALSE,,FALSE,0,TRUE,0,4.13,Manager,CBS_HR_Team,India,16982.89,1.26,23-04-2025 23:52,EMP-2001
1377,CASE-974741,Supply Chain,Logistics,ACT-3018458,Resolve Exception,EMP-8778,Human,SAP ECC,27-05-2025 10:25,29:59.6,4.71,TRUE,TRUE,Script,46.93,4.71,FALSE,,FALSE,0,TRUE,0,1.689,SME,CBS_SC_Team,US,,0.5,27-05-2025 08:57,EMP-1002
1378,CASE-649469,Supply Chain,Order Fulfillment,ACT-5462978,Process Payment,EMP-7007,Human,Oracle EBS,05-03-2025 01:04,10:11.4,5.79,TRUE,FALSE,,0,5.79,FALSE,,FALSE,0,TRUE,0,4.042,Approver,CBS_HR_Team,US,,0.5,05-03-2025 00:38,ingest_job_v2
1379,CASE-233362,Supply Chain,Procurement,ACT-5334775,Update Inventory,EMP-1217,Human,PeopleSoft,09-01-2025 14:04,08:04.6,3.56,TRUE,TRUE,API,50.65,3.56,FALSE,,FALSE,0,TRUE,0,0.26,Associate,CBS_SC_Team,India,,0.5,09-01-2025 13:53,EMP-1001
1380,CASE-138946,Supply Chain,Procurement,ACT-2161701,Validate Invoice,EMP-3480,Human,PeopleSoft,04-01-2025 19:04,11:53.4,7.19,TRUE,TRUE,RPA,21.44,7.19,FALSE,,FALSE,0,TRUE,0,2.407,Manager,CBS_Payroll_Team,US,,0.5,04-01-2025 18:05,EMP-2001
1381,CASE-995369,F&A,Payroll,ACT-9516116,Process Payment,EMP-4391,Human,Workday,11-07-2025 09:44,45:51.8,1.43,TRUE,FALSE,,0,1.43,FALSE,,FALSE,0,TRUE,0,2.306,Associate,CBS_SC_Team,EU,5080.37,0.5,11-07-2025 08:22,EMP-1002
1382,CASE-994502,F&A,AR,ACT-3613325,Update Inventory,EMP-4402,Human,SAP ECC,12-07-2025 12:23,27:02.2,3.97,TRUE,FALSE,,0,3.97,FALSE,,FALSE,0,TRUE,0,1.697,Manager,CBS_SC_Team,EU,,0.5,12-07-2025 11:49,EMP-2001
1383,CASE-274531,Supply Chain,Logistics,ACT-3156471,Create Purchase Order,EMP-1645,Human,CustomPortal,14-01-2025 16:28,14-01-2025 16:56,27.9,TRUE,FALSE,,0,27.9,FALSE,,FALSE,0,TRUE,0,3.096,Analyst,CBS_AP_Team,EU,,1.52,14-01-2025 15:02,EMP-1002
1384,CASE-928281,F&A,AP,ACT-1404125,Update Payroll,EMP-6536,Human,Workday,23-03-2025 07:05,08:05.4,2.39,TRUE,FALSE,,0,2.39,FALSE,,FALSE,0,FALSE,9.82,0.498,Approver,CBS_Payroll_Team,EU,12917.05,0.5,23-03-2025 05:16,ingest_job_v2
1385,CASE-499915,HR,Onboarding,ACT-1215813,Update Inventory,EMP-1953,Human,SAP ECC,08-10-2025 21:05,08-10-2025 21:13,8.55,TRUE,TRUE,RPA,54.74,8.55,FALSE,,FALSE,0,TRUE,0,1.082,Associate,CBS_AP_Team,EU,,0.55,08-10-2025 19:15,EMP-2001
1386,CASE-147033,F&A,AR,ACT-5675458,Validate Candidate,EMP-9908,Human,Excel,21-10-2025 22:24,21-10-2025 22:27,3.15,TRUE,TRUE,,14.3,3.15,FALSE,,FALSE,0,TRUE,0,0.25,Approver,CBS_HR_Team,EU,8897.46,0.5,21-10-2025 22:02,EMP-2001
1387,CASE-773916,F&A,AP,ACT-3300246,Post Journal,EMP-8030,Human,Excel,27-01-2025 06:25,37:51.8,11.88,TRUE,TRUE,Script,35.76,11.88,FALSE,,FALSE,0,TRUE,0,2.988,Associate,CBS_AR_Team,India,124.73,0.61,27-01-2025 04:38,ingest_job_v1
1388,CASE-138100,Supply Chain,Order Fulfillment,ACT-5102144,Create Purchase Order,EMP-8088,Human,PeopleSoft,21-03-2025 02:15,16:46.2,1.12,TRUE,FALSE,,0,1.12,FALSE,,FALSE,0,TRUE,0,1.18,Analyst,CBS_Payroll_Team,India,,0.5,21-03-2025 00:49,EMP-1002
1389,CASE-735860,F&A,MonthEndClose,ACT-6972324,Receive Goods,EMP-2701,Human,PeopleSoft,12-11-2025 19:07,12-11-2025 19:35,28,TRUE,FALSE,,0,28,FALSE,,FALSE,0,TRUE,0,3.934,SME,CBS_SC_Team,India,17401.17,0.96,12-11-2025 18:14,ingest_job_v2
1390,CASE-553448,HR,Payroll,ACT-2472730,Validate Invoice,EMP-7496,Human,CustomPortal,01-11-2025 03:43,48:05.4,4.84,TRUE,FALSE,,0,4.84,FALSE,,FALSE,0,TRUE,0,1.687,Manager,CBS_HR_Team,EU,,0.5,01-11-2025 02:37,EMP-2001
1391,CASE-111736,HR,Onboarding,ACT-7661931,Process Onboarding,EMP-7474,Human,CustomPortal,07-05-2025 11:57,07-05-2025 11:59,2.15,TRUE,FALSE,,0,2.15,FALSE,,FALSE,0,TRUE,0,2.74,Analyst,CBS_HR_Team,EU,,0.5,07-05-2025 10:42,EMP-2001
1392,CASE-353584,Supply Chain,Procurement,ACT-6426738,Post Journal,EMP-8808,Human,PeopleSoft,30-06-2025 20:44,45:20.6,0.61,TRUE,TRUE,API,92.84,0.61,FALSE,,FALSE,0,TRUE,0,1.531,SME,CBS_Payroll_Team,US,,0.5,30-06-2025 19:35,ingest_job_v1
1393,CASE-432490,F&A,AP,ACT-5880639,Resolve Exception,EMP-8222,Human,SAP ECC,31-10-2025 12:43,45:17.4,1.49,TRUE,TRUE,AI,56.87,1.49,FALSE,,FALSE,0,TRUE,0,0.305,Manager,CBS_Payroll_Team,India,18982.65,0.5,31-10-2025 11:34,EMP-2001
1394,CASE-562842,F&A,AP,ACT-6173587,Schedule Shipment,EMP-1645,Human,SAP ECC,11-09-2025 08:18,24:31.2,5.87,TRUE,TRUE,,61.29,5.87,FALSE,,FALSE,0,TRUE,0,2.475,Manager,CBS_Payroll_Team,US,8971.75,0.51,11-09-2025 07:18,ingest_job_v1
1395,CASE-756890,F&A,AP,ACT-3370551,Update Inventory,EMP-1295,Human,SAP ECC,09-02-2025 19:40,44:15.4,3.29,TRUE,FALSE,,0,3.29,FALSE,,FALSE,0,TRUE,0,2.589,Sr Analyst,CBS_AR_Team,US,16720.48,0.5,09-02-2025 18:03,ingest_job_v1
1396,CASE-521003,HR,Payroll,ACT-4039328,Post Journal,EMP-4097,Human,PeopleSoft,24-08-2025 04:28,42:35.2,14.12,TRUE,TRUE,RPA,63.89,14.12,TRUE,Validation Failure,FALSE,0,FALSE,30.705,0.29,Approver,CBS_Payroll_Team,India,,0.5,24-08-2025 02:32,EMP-1002
1397,CASE-782841,Supply Chain,Order Fulfillment,ACT-8570421,Process Payment,EMP-8693,Human,CustomPortal,13-10-2025 16:37,41:36.6,4.51,TRUE,FALSE,,0,4.51,FALSE,,FALSE,0,TRUE,0,1.382,Associate,CBS_Payroll_Team,EU,,0.5,13-10-2025 15:46,EMP-2001
1398,CASE-485329,Supply Chain,Logistics,ACT-1833822,Process Payment,EMP-9892,Human,PeopleSoft,03-11-2025 17:52,55:08.4,2.29,TRUE,FALSE,,0,2.29,FALSE,,FALSE,0,TRUE,0,1.529,Sr Analyst,CBS_HR_Team,US,,0.5,03-11-2025 16:57,EMP-2001
1399,CASE-662518,HR,Leaves,ACT-9625390,Validate Candidate,EMP-5385,Human,Excel,19-03-2025 08:16,24:35.8,7.68,TRUE,FALSE,,0,7.68,FALSE,,FALSE,0,TRUE,0,3.553,Associate,CBS_SC_Team,EU,,0.73,19-03-2025 06:55,ingest_job_v2
1400,CASE-996192,F&A,MonthEndClose,ACT-8284274,Reconcile Account,SYSTEM-48,System,Excel,02-05-2025 23:08,18:15.6,9.81,FALSE,FALSE,,0,0,TRUE,System Error,TRUE,3,FALSE,43.262,2.047,System,CBS_HR_Team,US,3223.41,0.9,02-05-2025 21:56,ingest_job_v2
1401,CASE-788796,Supply Chain,Inventory,ACT-5091208,Process Payment,BOT-846,Bot,PeopleSoft,21-08-2025 05:01,03:16.6,1.46,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,0.151,Bot,CBS_Payroll_Team,EU,,0.5,21-08-2025 03:18,ingest_job_v1
1402,CASE-478722,Supply Chain,Procurement,ACT-3933805,Update Payroll,EMP-7568,Human,PeopleSoft,06-03-2025 11:38,39:35.2,1.47,TRUE,FALSE,,0,1.47,TRUE,System Error,TRUE,1,TRUE,0,3.696,SME,CBS_AP_Team,US,,0.5,06-03-2025 10:38,EMP-1002
1403,CASE-338316,Supply Chain,Logistics,ACT-3380326,Resolve Exception,BOT-704,Bot,Workday,16-04-2025 01:14,16-04-2025 01:14,0.5,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.697,Bot,CBS_AP_Team,India,,0.5,16-04-2025 00:02,ingest_job_v1
1404,CASE-166517,F&A,Payroll,ACT-6891556,Approve Leave,EMP-1629,Human,Email,21-02-2025 20:26,36:51.2,10.67,TRUE,FALSE,,0,10.67,FALSE,,FALSE,0,TRUE,0,1.377,Approver,CBS_Payroll_Team,India,19190.46,0.5,21-02-2025 18:32,ingest_job_v1
1405,CASE-246034,Supply Chain,Inventory,ACT-4901379,Update Inventory,BOT-868,Bot,PeopleSoft,30-08-2025 06:55,04:12.2,8.72,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.179,Bot,CBS_AP_Team,India,,0.74,30-08-2025 06:36,ingest_job_v2
1406,CASE-788726,F&A,AP,ACT-3799611,Process Payment,EMP-4025,Human,PeopleSoft,14-11-2025 16:03,14-11-2025 16:09,5.15,TRUE,FALSE,,0,5.15,FALSE,,FALSE,0,TRUE,0,1.607,Sr Analyst,CBS_HR_Team,India,2264.64,0.5,14-11-2025 14:55,ingest_job_v2
1407,CASE-680918,Supply Chain,Inventory,ACT-5908268,Validate Candidate,EMP-2314,Human,Workday,03-09-2025 17:55,10:33.2,14.87,TRUE,FALSE,,0,14.87,FALSE,,FALSE,0,TRUE,0,3.441,SME,CBS_AR_Team,EU,,1.07,03-09-2025 17:42,ingest_job_v1
1408,CASE-599789,HR,Payroll,ACT-6997504,Validate Candidate,EMP-4603,Human,Email,26-06-2025 13:18,31:33.6,13.11,TRUE,FALSE,,0,13.11,FALSE,,FALSE,0,TRUE,0,1.89,Analyst,CBS_HR_Team,EU,,0.86,26-06-2025 12:52,ingest_job_v2
1409,CASE-563745,F&A,AP,ACT-3355474,Schedule Shipment,BOT-783,Bot,Workday,19-11-2025 20:24,31:19.4,7.04,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.994,Bot,CBS_Payroll_Team,India,,0.58,19-11-2025 20:01,EMP-1002
1410,CASE-130143,HR,Hiring,ACT-8416795,Approve Leave,EMP-1231,Human,Excel,30-08-2025 16:12,28:33.2,16.22,TRUE,FALSE,,0,16.22,FALSE,,FALSE,0,TRUE,0,1.206,Analyst,CBS_AR_Team,US,,0.93,30-08-2025 14:55,EMP-1001
1411,CASE-177336,F&A,MonthEndClose,ACT-6213765,Validate Invoice,EMP-6405,Human,Email,28-08-2025 09:17,19:42.4,1.84,TRUE,FALSE,,0,1.84,FALSE,,FALSE,0,TRUE,0,3.701,Associate,CBS_AP_Team,India,14485.32,0.5,28-08-2025 07:39,ingest_job_v2
1412,CASE-394017,Supply Chain,Procurement,ACT-9423535,Process Payment,EMP-2481,Human,Email,24-04-2025 15:19,24-04-2025 15:20,0.95,TRUE,TRUE,API,61.66,0.95,FALSE,,FALSE,0,TRUE,0,1.207,SME,CBS_AR_Team,US,,0.5,24-04-2025 14:48,ingest_job_v1
1413,CASE-358281,F&A,MonthEndClose,ACT-7225780,Validate Candidate,EMP-8644,Human,Oracle EBS,24-08-2025 19:51,53:57.6,2.51,TRUE,FALSE,,0,2.51,FALSE,,FALSE,0,TRUE,0,1.367,Approver,CBS_AP_Team,US,,0.5,24-08-2025 18:02,ingest_job_v2
1414,CASE-778320,F&A,MonthEndClose,ACT-7249716,Resolve Exception,EMP-2385,Human,SAP ECC,24-09-2025 14:57,24-09-2025 14:58,0.5,TRUE,FALSE,,0,0.5,FALSE,,FALSE,0,TRUE,0,3.934,Manager,CBS_AR_Team,US,12868.21,0.5,24-09-2025 13:42,ingest_job_v1
1415,CASE-805845,Supply Chain,Order Fulfillment,ACT-6699757,Schedule Interview,BOT-562,Bot,Oracle EBS,05-03-2025 03:22,28:29.6,6.06,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.468,Bot,CBS_AP_Team,US,,0.5,05-03-2025 02:17,EMP-1002
1416,CASE-339691,Supply Chain,Order Fulfillment,ACT-2643332,Post Journal,EMP-5033,Human,PeopleSoft,09-08-2025 14:41,03:21.2,22.07,TRUE,FALSE,,0,22.07,FALSE,,FALSE,0,TRUE,0,2.138,Manager,CBS_AP_Team,India,,1.27,09-08-2025 13:55,ingest_job_v2
1417,CASE-692319,HR,Leaves,ACT-1016421,Process Onboarding,EMP-5784,Human,Workday,27-11-2025 14:42,27-11-2025 14:42,0.5,TRUE,FALSE,,0,0.5,FALSE,,FALSE,0,TRUE,0,1.501,Sr Analyst,CBS_AP_Team,India,,0.5,27-11-2025 12:58,ingest_job_v2
1418,CASE-106163,F&A,MonthEndClose,ACT-9736618,Receive Goods,EMP-9099,Human,Excel,27-08-2025 08:48,49:31.4,1.04,TRUE,TRUE,Workflow,73.31,1.04,FALSE,,FALSE,0,TRUE,0,1.402,Manager,CBS_AP_Team,India,10084.83,0.5,27-08-2025 07:24,ingest_job_v1
1419,CASE-385423,F&A,AR,ACT-7846562,Process Payment,EMP-8524,Human,Email,16-05-2025 11:27,32:29.6,4.81,TRUE,TRUE,,71.51,4.81,FALSE,,FALSE,0,TRUE,0,1.776,Associate,CBS_AR_Team,EU,17778.88,0.5,16-05-2025 11:04,ingest_job_v1
1420,CASE-150822,Supply Chain,Inventory,ACT-5088345,Approve Invoice,EMP-7148,Human,SAP ECC,09-02-2025 09:11,33:22.8,21.73,TRUE,FALSE,,0,21.73,FALSE,,FALSE,0,TRUE,0,0.374,Approver,CBS_Payroll_Team,India,,1.61,09-02-2025 08:48,ingest_job_v1
1421,CASE-908397,HR,Onboarding,ACT-2288445,Create Purchase Order,BOT-788,Bot,PeopleSoft,23-07-2025 10:27,30:06.4,3.04,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.17,Bot,CBS_AP_Team,India,,0.5,23-07-2025 09:18,EMP-2001
1422,CASE-809609,HR,Hiring,ACT-9034342,Create Purchase Order,SYSTEM-58,System,Excel,06-01-2025 05:43,49:03.6,5.66,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.135,System,CBS_HR_Team,EU,,0.5,06-01-2025 05:19,ingest_job_v1
1423,CASE-144817,F&A,AR,ACT-5311394,Approve Invoice,EMP-2633,Human,CustomPortal,20-01-2025 21:20,20-01-2025 21:20,0.5,TRUE,FALSE,,0,0.5,FALSE,,FALSE,0,TRUE,0,1.835,Associate,CBS_SC_Team,US,7335.42,0.5,20-01-2025 20:38,ingest_job_v1
1424,CASE-289061,F&A,AP,ACT-7229621,Approve Leave,EMP-2804,Human,CustomPortal,16-08-2025 04:35,36:29.8,1.28,TRUE,FALSE,,0,1.28,FALSE,,FALSE,0,TRUE,0,3.216,Approver,CBS_SC_Team,EU,7299.2,0.5,16-08-2025 03:50,EMP-1001
1425,CASE-508404,Supply Chain,Order Fulfillment,ACT-8177059,Process Onboarding,EMP-4871,Human,PeopleSoft,23-06-2025 14:23,58:07.2,34.52,TRUE,FALSE,,0,34.52,FALSE,,FALSE,0,TRUE,0,3.278,Manager,CBS_AR_Team,US,,2.8,23-06-2025 13:37,EMP-1002
1426,CASE-211727,F&A,MonthEndClose,ACT-7403574,Update Inventory,BOT-551,Bot,Excel,27-03-2025 06:58,27-03-2025 07:25,26.85,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,1.937,Bot,CBS_SC_Team,EU,3952.16,2.38,27-03-2025 05:22,EMP-1001
1427,CASE-963150,Supply Chain,Order Fulfillment,ACT-3345284,Receive Goods,EMP-5729,Human,Email,29-05-2025 05:08,29-05-2025 05:08,0.5,TRUE,FALSE,,0,0.5,FALSE,,FALSE,0,TRUE,0,3.158,Manager,CBS_AR_Team,US,,0.5,29-05-2025 04:40,ingest_job_v1
1428,CASE-411276,Supply Chain,Procurement,ACT-8668509,Approve Invoice,EMP-2585,Human,Email,27-04-2025 03:20,44:20.6,24.26,TRUE,TRUE,,18.69,24.26,FALSE,,FALSE,0,TRUE,0,2.45,SME,CBS_HR_Team,India,,1.33,27-04-2025 01:26,EMP-1002
1429,CASE-374655,F&A,Payroll,ACT-6254518,Schedule Interview,EMP-7348,Human,Excel,18-07-2025 14:20,18-07-2025 14:28,8.15,TRUE,FALSE,,0,8.15,FALSE,,FALSE,0,TRUE,0,1.002,Analyst,CBS_Payroll_Team,US,,0.5,18-07-2025 13:51,EMP-1002
1430,CASE-816084,HR,Onboarding,ACT-4808649,Schedule Interview,EMP-2290,Human,CustomPortal,15-05-2025 03:06,23:09.4,16.19,TRUE,FALSE,,0,16.19,FALSE,,FALSE,0,TRUE,0,4.078,SME,CBS_AP_Team,US,,1.26,15-05-2025 01:43,ingest_job_v2
1431,CASE-605994,Supply Chain,Logistics,ACT-4742228,Validate Candidate,EMP-1715,Human,Workday,20-01-2025 16:54,20-01-2025 16:59,4.85,TRUE,TRUE,,22.34,4.85,FALSE,,FALSE,0,TRUE,0,2.254,Sr Analyst,CBS_HR_Team,India,,0.5,20-01-2025 15:47,ingest_job_v2
1432,CASE-121414,F&A,AP,ACT-7718915,Process Onboarding,EMP-8871,Human,Workday,21-09-2025 07:27,21-09-2025 07:32,5.8,TRUE,FALSE,,0,5.8,FALSE,,FALSE,0,TRUE,0,3.005,Sr Analyst,CBS_SC_Team,US,,0.5,21-09-2025 06:29,EMP-2001
1433,CASE-729426,F&A,AR,ACT-3261935,Resolve Exception,EMP-3035,Human,SAP ECC,19-04-2025 17:57,02:35.2,5.37,TRUE,FALSE,,0,5.37,FALSE,,FALSE,0,TRUE,0,1.433,Associate,CBS_AP_Team,India,1943.67,0.5,19-04-2025 17:01,ingest_job_v1
1434,CASE-616440,F&A,Payroll,ACT-5081124,Schedule Interview,EMP-7683,Human,Oracle EBS,19-11-2025 07:41,49:48.4,8.79,TRUE,TRUE,Script,49.18,8.79,FALSE,,FALSE,0,TRUE,0,3.478,Manager,CBS_SC_Team,EU,17341.34,0.5,19-11-2025 06:23,EMP-1002
1435,CASE-328504,F&A,AP,ACT-4544340,Approve Invoice,EMP-1877,Human,PeopleSoft,26-07-2025 07:41,26-07-2025 07:43,1.2,TRUE,FALSE,,0,1.2,FALSE,,FALSE,0,TRUE,0,0.209,Manager,CBS_Payroll_Team,India,308.71,0.5,26-07-2025 05:59,ingest_job_v2
1436,CASE-220501,F&A,AR,ACT-3022230,Schedule Interview,BOT-347,Bot,SAP ECC,02-07-2025 22:38,02-07-2025 22:39,0.5,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.116,Bot,CBS_SC_Team,India,16965.3,0.5,02-07-2025 22:06,EMP-1002
1437,CASE-805225,F&A,Payroll,ACT-5963598,Receive Goods,EMP-6454,Human,Excel,29-03-2025 16:17,20:17.4,2.94,TRUE,TRUE,AI,86.82,2.94,FALSE,,FALSE,0,TRUE,0,0.987,Manager,CBS_Payroll_Team,US,15182.16,0.5,29-03-2025 15:49,EMP-2001
1438,CASE-762823,F&A,Payroll,ACT-6738239,Update Inventory,EMP-5461,Human,SAP ECC,21-11-2025 01:57,07:40.6,9.76,TRUE,FALSE,,0,9.76,FALSE,,FALSE,0,TRUE,0,1.453,Sr Analyst,CBS_HR_Team,EU,14794.13,0.96,21-11-2025 00:02,ingest_job_v2
1439,CASE-211457,Supply Chain,Order Fulfillment,ACT-4151929,Receive Goods,EMP-1611,Human,SAP ECC,28-09-2025 17:10,28-09-2025 17:12,1.8,TRUE,FALSE,,0,1.8,FALSE,,FALSE,0,TRUE,0,2.423,Approver,CBS_SC_Team,EU,,0.5,28-09-2025 16:29,ingest_job_v2
1440,CASE-198373,F&A,AR,ACT-1884516,Update Inventory,EMP-1142,Human,CustomPortal,08-11-2025 09:40,08-11-2025 09:49,8.95,TRUE,FALSE,,0,8.95,FALSE,,FALSE,0,TRUE,0,2.795,SME,CBS_HR_Team,US,,0.5,08-11-2025 08:15,EMP-1001
1441,CASE-479964,Supply Chain,Logistics,ACT-5656769,Post Journal,BOT-132,Bot,Excel,19-10-2025 07:35,03:38.8,28.03,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.932,Bot,CBS_AR_Team,EU,,1.67,19-10-2025 06:11,ingest_job_v1
1442,CASE-538867,F&A,AP,ACT-4459390,Approve Invoice,EMP-8708,Human,Oracle EBS,16-06-2025 20:38,38:50.4,0.79,TRUE,FALSE,,0,0.79,FALSE,,FALSE,0,TRUE,0,0.558,Approver,CBS_Payroll_Team,India,5910,0.5,16-06-2025 19:14,ingest_job_v2
1443,CASE-777735,F&A,Payroll,ACT-9811570,Approve Invoice,BOT-959,Bot,Email,31-03-2025 11:24,33:42.8,8.93,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,0.394,Bot,CBS_Payroll_Team,India,14683.72,0.51,31-03-2025 11:11,EMP-2001
1444,CASE-204729,HR,Payroll,ACT-5503935,Process Payment,EMP-5435,Human,Oracle EBS,18-09-2025 07:16,21:26.4,4.69,TRUE,TRUE,,33.76,4.69,FALSE,,FALSE,0,TRUE,0,3.094,Manager,CBS_HR_Team,EU,,0.5,18-09-2025 05:46,ingest_job_v1
1445,CASE-223748,HR,Leaves,ACT-2092626,Create Purchase Order,SYSTEM-63,System,Workday,04-01-2025 11:09,26:07.6,16.21,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.574,System,CBS_AR_Team,US,,1.01,04-01-2025 09:59,EMP-2001
1446,CASE-841009,F&A,AR,ACT-1653160,Process Onboarding,EMP-3199,Human,Workday,23-11-2025 01:54,56:07.6,1.56,TRUE,TRUE,,63.01,1.56,FALSE,,FALSE,0,TRUE,0,3.325,Analyst,CBS_AR_Team,EU,18041.27,0.5,23-11-2025 01:04,EMP-1001
1447,CASE-746450,F&A,AR,ACT-3927616,Validate Invoice,EMP-7262,Human,Email,29-05-2025 12:48,58:14.4,9.44,TRUE,TRUE,,89.61,9.44,FALSE,,FALSE,0,TRUE,0,0.85,SME,CBS_Payroll_Team,India,4672.67,0.51,29-05-2025 11:01,ingest_job_v1
1448,CASE-755477,Supply Chain,Order Fulfillment,ACT-1272505,Update Payroll,BOT-912,Bot,Oracle EBS,01-11-2025 14:12,26:53.2,14.57,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,0.75,Bot,CBS_Payroll_Team,India,,1.3,01-11-2025 13:23,EMP-1002
1449,CASE-806056,F&A,AR,ACT-7880529,Process Payment,EMP-5913,Human,Email,21-07-2025 06:26,21-07-2025 06:49,23.15,TRUE,TRUE,Workflow,31.88,23.15,FALSE,,FALSE,0,FALSE,25.334,0.796,SME,CBS_HR_Team,EU,12265.27,1.85,21-07-2025 04:42,EMP-1001
1450,CASE-284264,F&A,AR,ACT-3240610,Schedule Interview,EMP-6628,Human,SAP ECC,25-06-2025 00:07,25-06-2025 00:17,9.2,TRUE,TRUE,API,79.8,9.2,TRUE,Mismatch,TRUE,3,FALSE,38.753,2.688,Manager,CBS_AP_Team,India,,0.65,24-06-2025 22:54,EMP-1002
1451,CASE-945853,Supply Chain,Logistics,ACT-6482109,Process Payment,EMP-2574,Human,CustomPortal,02-07-2025 23:44,02-07-2025 23:49,5.5,TRUE,TRUE,AI,20.59,5.5,FALSE,,FALSE,0,TRUE,0,0.897,SME,CBS_Payroll_Team,EU,,0.5,02-07-2025 23:26,EMP-2001
1452,CASE-633367,Supply Chain,Order Fulfillment,ACT-5609903,Resolve Exception,SYSTEM-88,System,Email,06-06-2025 10:35,06-06-2025 10:42,7.7,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.194,System,CBS_SC_Team,US,,0.5,06-06-2025 09:20,EMP-1001
1453,CASE-579183,F&A,AP,ACT-1373276,Process Onboarding,BOT-987,Bot,CustomPortal,18-06-2025 13:59,18-06-2025 14:16,16.25,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,1.314,Bot,CBS_SC_Team,EU,575.02,1.33,18-06-2025 12:17,EMP-1002
